City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,puerto cabezas,14.0351,-83.3888,26.23,88,53,4.62,NI,1690103015
355,lazaro cardenas,17.9583,-102.2,25.71,89,100,2.59,MX,1690103006
356,walvis bay,-22.9575,14.5053,13.38,59,3,1.02,NA,1690102551
357,dryden,49.7833,-92.7503,16.16,88,0,3.09,CA,1690102544
358,burang,30.25,81.1667,14.97,63,100,3.52,CN,1690102523
359,saint-joseph,-21.3667,55.6167,23.21,78,23,6.49,RE,1690103059
360,yanchep,-31.55,115.6833,19.07,51,0,1.68,AU,1690103120
361,haiku-pauwela,20.9219,-156.3051,26.69,85,40,6.69,US,1690102547
362,holualoa,19.6228,-155.9522,24.91,84,40,3.6,US,1690102594
363,broome,42.2506,-75.833,15.93,88,0,0.83,US,1690103122
364,sandnessjoen,66.0217,12.6316,14.29,96,100,1.96,NO,1690103122
365,college,64.8569,-147.8028,19.97,79,20,1.54,US,1690102568
366,santo domingo de los colorados,-0.25,-79.15,20.34,94,85,1.06,EC,1690102972
367,acapetahua,15.2833,-92.7,25.44,79,100,1.62,MX,1690103124
368,cadale,2.7603,46.3222,27.7,62,38,8.97,SO,1690103014
369,plouzane,48.3833,-4.6167,17.18,97,100,5.14,FR,1690103125
370,mhasvad,17.6333,74.7833,23.66,87,100,10.76,IN,1690103127
371,huangnihe,43.5583,128.0239,24.6,79,67,5.23,CN,1690103122
372,antalaha,-14.9003,50.2788,25.87,61,55,4.55,MG,1690103128
373,semey,50.4111,80.2275,31.12,20,0,4.0,KZ,1690103129
374,nurota,40.5614,65.6886,37.43,12,0,7.1,UZ,1690103129
375,port-vila,-17.7338,168.3219,20.78,78,100,1.54,VU,1690103130
376,raton,36.9034,-104.4391,15.19,82,0,3.09,US,1690103130
377,keflavik,64.0049,-22.5624,12.24,82,75,1.54,IS,1690102490
378,stephenville,32.2207,-98.2023,23.07,70,0,0.0,US,1690103001
379,saint-pierre,-21.3393,55.4781,23.82,69,100,7.2,RE,1690103132
380,mossel bay,-34.1831,22.146,11.96,77,100,5.35,ZA,1690102991
381,mollendo,-17.0231,-72.0147,15.66,89,77,4.02,PE,1690103133
382,cabedelo,-6.9811,-34.8339,21.37,81,82,6.45,BR,1690103031
383,shevchenko,48.5,35.0,26.56,43,57,5.25,UA,1690103135
384,accra,5.556,-0.1969,25.23,88,20,2.57,GH,1690103136
385,ixtapa,20.7,-105.2,25.13,86,96,1.52,MX,1690103136
386,kuybyshev,55.4475,78.3218,25.61,46,0,3.47,RU,1690103137
387,abanilla,38.2054,-1.0415,30.86,71,45,1.43,ES,1690103138
388,moyo,3.6609,31.7247,29.22,38,24,1.95,UG,1690103138
389,yarkovo,57.4028,67.0786,18.12,87,100,3.3,RU,1690102589
390,barra de santo antonio,-9.4047,-35.5072,19.6,72,5,4.75,BR,1690103017
391,viedma,-40.8135,-62.9967,7.58,47,100,7.13,AR,1690102856
392,macon,39.8667,-88.9668,20.03,83,40,4.12,US,1690103126
393,chegdomyn,51.1167,133.0167,23.75,54,100,2.84,RU,1690103141
394,kitimat,54.0524,-128.6534,12.21,61,30,0.56,CA,1690103142
395,sayat,38.7839,63.8803,37.93,11,0,7.14,TM,1690103143
396,debark',13.1561,37.8981,16.33,64,93,2.1,ET,1690103143
397,panambi,-28.2925,-53.5017,18.14,71,100,6.22,BR,1690102933
398,hibbing,47.4272,-92.9377,15.64,100,0,0.0,US,1690103145
399,juan griego,11.0817,-63.9655,25.99,90,100,5.02,VE,1690103145
400,nagqu,31.5,92.0,16.82,41,100,4.45,CN,1690102556
401,jinchang,38.4953,102.1739,33.11,14,81,6.49,CN,1690103003
402,port-gentil,-0.7193,8.7815,24.98,83,75,5.14,GA,1690103025
403,auki,-8.7676,160.7034,25.07,90,75,1.58,SB,1690103148
404,saquarema,-22.92,-42.5103,18.38,92,2,4.47,BR,1690102967
405,funafuti,-8.5243,179.1942,29.0,84,40,0.0,TV,1690103149
406,muncar,-8.4333,114.3333,25.48,79,73,4.26,ID,1690103150
407,conception bay south,47.4999,-52.9981,18.91,96,97,2.71,CA,1690103151
408,englewood,39.6478,-104.9878,22.73,53,0,3.09,US,1690103151
409,happy valley-goose bay,53.3168,-60.3315,19.17,94,75,1.03,CA,1690103002
410,middelburg,-25.7751,29.4648,16.68,38,86,3.34,ZA,1690103153
411,sur,22.5667,59.5289,29.35,72,95,3.94,OM,1690103153
412,san lawrenz,36.0553,14.204,37.67,74,0,4.32,MT,1690103154
413,santa rosa,14.3122,121.1114,29.99,82,100,3.26,PH,1690103155
414,zarghun shahr,32.8473,68.4457,31.29,20,6,2.35,AF,1690103156
415,sao francisco,-15.9486,-44.8644,16.73,81,0,1.29,BR,1690103083
416,verkhniy baskunchak,48.2256,46.7217,32.06,26,46,1.27,RU,1690103157
417,yuzhno-kurilsk,44.0306,145.8556,16.23,93,84,4.43,RU,1690103157
418,bengkulu,-3.8004,102.2655,27.84,82,32,3.76,ID,1690102571
419,broken hill,-31.95,141.4333,10.29,64,84,7.01,AU,1690102953
420,lorengau,-2.0226,147.2712,27.64,77,23,3.06,PG,1690103159
421,muriae,-21.1306,-42.3664,16.91,88,51,0.95,BR,1690103001
422,dazhou,31.2159,107.5009,34.62,53,0,1.01,CN,1690103160
423,gaalkacyo,6.7697,47.4308,33.04,37,69,12.65,SO,1690102996
424,vozhega,60.4725,40.2213,17.88,71,96,4.67,RU,1690103162
425,moyynkum,44.2914,72.9469,39.32,12,0,3.7,KZ,1690103162
426,bam,29.106,58.357,37.38,9,100,9.71,IR,1690102918
427,dickinson,29.4608,-95.0513,26.97,80,0,1.54,US,1690103163
428,sejenane,37.0572,9.2381,30.53,28,0,1.74,TN,1690102585
429,cole harbour,44.6724,-63.4751,21.01,98,100,1.03,CA,1690103038
430,igarka,67.4667,86.5833,25.28,56,27,5.51,RU,1690103165
431,pahrump,36.2083,-115.9839,34.41,19,3,2.24,US,1690103034
432,olyokminsk,60.3736,120.4264,31.09,30,20,0.26,RU,1690103166
433,riberalta,-10.9833,-66.1,20.36,67,0,1.15,BO,1690103167
434,sao gabriel da cachoeira,-0.1303,-67.0892,22.08,97,92,0.96,BR,1690103034
435,paradsasvar,47.9126,19.9771,24.72,42,5,2.85,HU,1690103168
436,madimba,-10.4,40.3333,26.62,69,40,10.29,TZ,1690103169
437,gamboma,-1.8764,15.8644,31.55,42,87,2.19,CG,1690102939
438,bundibugyo,0.7414,30.0417,32.43,28,31,1.35,UG,1690103170
439,haifa,32.8156,34.9892,32.89,62,20,4.63,IL,1690103171
440,charlottetown,46.2352,-63.1267,22.1,96,100,3.6,CA,1690102580
441,horta,38.5333,-28.6333,21.8,87,40,1.54,PT,1690103172
442,st. john's,47.5649,-52.7093,19.04,97,100,1.54,CA,1690102504
443,barcelos,41.5388,-8.6151,19.4,61,100,1.7,PT,1690103174
444,al ghayzah,16.2079,52.176,31.27,63,55,4.79,YE,1690103174
445,thunder bay,48.4001,-89.3168,13.99,100,20,2.06,CA,1690103175
446,isabela,6.7085,121.9711,30.03,78,100,2.01,PH,1690103175
447,mil'kovo,55.6078,37.7956,20.22,72,98,3.54,RU,1690103176
448,nieuw amsterdam,5.8833,-55.0833,24.45,92,40,0.0,SR,1690103176
449,mournies,35.4764,24.0092,37.22,34,0,4.12,GR,1690103177
450,norderney,53.7,7.15,15.59,89,100,11.29,DE,1690103178
451,kugesi,56.029,47.2925,23.81,43,40,5.0,RU,1690103178
452,ust-nera,64.5667,143.2,19.36,51,100,2.32,RU,1690103179
453,susuman,62.7833,148.1667,9.51,94,100,0.64,RU,1690103180
454,umba,66.6871,34.3429,13.03,70,50,6.17,RU,1690103180
455,roleystone,-32.1167,116.0667,18.69,53,0,0.89,AU,1690103181
456,tinajo,29.0788,-13.7081,23.49,69,40,8.75,ES,1690103182
457,dolinsk,47.35,142.8,20.34,80,100,3.44,RU,1690103183
458,dubbo,-32.25,148.6167,10.07,66,22,5.66,AU,1690102958
459,bangjun,39.9911,117.2628,36.08,28,0,2.61,CN,1690103184
460,egilsstadir,65.2653,-14.3948,8.95,87,75,1.54,IS,1690103010
461,jackson,42.4165,-122.8345,23.93,56,0,2.06,US,1690103186
462,jiazi,22.8779,116.067,29.71,75,100,3.13,CN,1690103187
463,ponta delgada,37.7333,-25.6667,21.4,88,20,0.51,PT,1690103187
464,amga,60.8953,131.9608,25.76,61,65,2.37,RU,1690103188
465,manokwari,-0.8667,134.0833,27.25,79,63,1.39,ID,1690103189
466,ust'-kut,56.7938,105.7672,28.02,34,90,2.39,RU,1690103038
467,buka,40.8108,69.1986,41.21,11,6,2.74,UZ,1690103004
468,castillos,-34.1667,-53.8333,12.38,85,88,5.03,UY,1690103004
469,sassenberg,52.0,8.05,21.72,40,100,9.03,DE,1690103192
470,saint-philippe,-21.3585,55.7679,23.77,86,52,6.49,RE,1690103016
471,kolondieba,11.0882,-6.8926,25.27,81,97,2.46,ML,1690103193
472,coracora,-15.0333,-73.7833,10.23,39,0,2.86,PE,1690103193
473,yaren,-0.5472,166.916,28.92,73,5,4.82,NR,1690103065
474,mizdah,31.4451,12.9801,36.91,10,0,3.02,LY,1690103194
475,alta,69.9689,23.2717,12.59,75,100,4.47,NO,1690103031
476,tocopilla,-22.092,-70.1979,17.29,73,43,0.48,CL,1690102914
477,singkil,-7.9855,111.4161,27.73,59,10,3.52,ID,1690103196
478,kudahuvadhoo,2.6708,72.8944,28.55,72,81,2.86,MV,1690103197
479,dakhla,23.6848,-15.958,21.01,83,40,8.23,EH,1690103198
480,hansi,29.1,75.9667,36.91,41,100,5.38,IN,1690103199
481,acarau,-2.8856,-40.12,24.08,79,40,5.52,BR,1690102884
482,boguszow-gorce,50.7551,16.2049,21.79,45,100,6.01,PL,1690103200
483,basoko,1.2391,23.616,30.34,57,66,0.32,CD,1690103124
484,anna regina,7.2644,-58.5077,25.04,87,96,2.54,GY,1690103201
485,dobryanka,58.4619,56.4165,23.22,40,7,3.76,RU,1690103202
486,levanger,63.7464,11.2996,14.03,79,100,1.19,NO,1690103202
487,kremenets,50.0969,25.7246,20.63,51,4,4.07,UA,1690103203
488,onega,63.9061,38.1404,10.62,98,100,3.48,RU,1690103204
489,nabire,-3.3667,135.4833,26.84,83,61,2.07,ID,1690103204
490,asosa,10.0667,34.5333,22.43,66,99,1.33,ET,1690102941
491,poso,-1.3959,120.7524,27.62,81,50,0.67,ID,1690103205
492,yelizovo,53.1873,158.3805,18.73,85,90,3.89,RU,1690103206
493,kerbakhiar,40.1067,46.0383,23.87,61,0,3.08,AZ,1690103207
494,kerikeri,-35.2268,173.9474,7.17,89,37,2.21,NZ,1690103207
495,tianchang,37.9981,114.0156,35.66,34,1,6.55,CN,1690102943
496,bandarbeyla,9.4942,50.8122,31.62,49,99,13.9,SO,1690103210
497,martapura,-3.4167,114.85,31.05,62,40,2.57,ID,1690103211
498,enewetak,11.3474,162.3373,28.53,79,86,7.77,MH,1690103212
499,kati,12.7441,-8.0726,24.67,72,95,0.04,ML,1690103213
500,harper,4.375,-7.7169,25.11,83,100,3.79,LR,1690103213
501,morada nova,-5.1067,-38.3725,22.23,78,21,3.19,BR,1690103214
502,vylkove,45.4021,29.586,25.54,55,84,2.89,UA,1690103215
503,hamilton,39.1834,-84.5333,19.11,90,0,0.0,US,1690103216
504,paita,-5.0892,-81.1144,20.8,82,0,4.76,PE,1690103216
505,raja,8.4596,25.678,31.02,49,89,1.5,SS,1690103218
506,tuxtepec,18.1,-96.1167,24.18,93,95,1.25,MX,1690103219
507,at taj,24.2049,23.2857,37.21,13,82,3.23,LY,1690103220
508,kapuskasing,49.4169,-82.4331,12.86,92,37,2.38,CA,1690103220
509,dogondoutchi,13.6393,4.0287,27.73,66,100,5.3,NE,1690103016
510,clear lake,43.138,-93.3794,15.38,97,0,0.0,US,1690103222
511,bafq,31.6128,55.4107,40.57,8,0,5.95,IR,1690103224
512,la gi,10.6667,107.7833,27.66,83,77,5.54,VN,1690103225
513,shache,38.4167,77.2406,38.41,12,77,3.43,CN,1690103225
514,queenstown,-31.8976,26.8753,17.45,39,0,8.03,ZA,1690103226
515,long beach,33.767,-118.1892,21.29,92,0,2.06,US,1690103193
516,zakynthos,37.7914,20.8953,34.68,46,0,2.57,GR,1690103034
517,bonthe,7.5264,-12.505,26.2,82,98,3.04,SL,1690102995
518,penzance,50.1186,-5.5371,15.38,88,100,6.65,GB,1690102907
519,arkhangel'sk,64.5401,40.5433,15.01,98,100,1.04,RU,1690103230
520,saint george,37.1041,-113.5841,32.19,26,0,4.63,US,1690103127
521,kuanda,56.3161,116.0806,24.72,50,82,1.26,RU,1690103019
522,babayurt,43.6002,46.7789,37.5,23,0,5.0,RU,1690103232
523,tual,-5.6667,132.75,26.27,76,24,11.25,ID,1690103233
524,el bauga,18.262,33.9081,40.22,8,5,3.22,SD,1690103233
525,callao,-12.0667,-77.15,21.16,73,100,2.06,PE,1690102994
526,andergrove,-21.0833,149.1833,19.8,66,96,0.96,AU,1690103235
527,daromehar,24.7946,68.1805,33.47,59,100,2.95,PK,1690103236
528,waingapu,-9.6567,120.2641,26.16,67,99,7.43,ID,1690103236
529,uliastay,47.7417,96.8444,24.36,24,57,6.7,MN,1690103237
530,hadibu,12.65,54.0333,25.84,77,100,11.52,YE,1690103238
531,darwin,-12.4611,130.8418,26.99,24,0,5.14,AU,1690102987
532,hinton,53.4001,-117.5857,12.96,92,91,1.3,CA,1690103110
533,tangalle,6.024,80.7911,36.09,63,99,7.81,LK,1690103241
534,obolo-eke (1),6.8833,7.6333,23.83,94,100,1.21,NG,1690103242
535,canyon lake,29.8752,-98.2625,28.61,83,22,1.34,US,1690103243
536,roha,18.4333,73.1167,26.36,92,100,6.14,IN,1690103243
537,dzhangala,49.2167,50.3333,29.81,30,35,2.7,KZ,1690103244
538,balqash,46.8481,74.995,33.33,12,0,4.0,KZ,1690102982
539,black point,-34.6187,137.8972,11.8,81,99,4.55,AU,1690103245
540,laghouat,33.8,2.8651,35.18,7,0,2.77,DZ,1690103246
541,kutum,14.2,24.6667,30.15,34,71,1.65,SD,1690103246
542,faya-largeau,17.9257,19.1043,39.16,12,100,2.96,TD,1690103248
543,inebolu,41.9747,33.7608,28.62,43,0,2.55,TR,1690103248
544,sao raimundo nonato,-9.0153,-42.6994,20.1,75,1,3.14,BR,1690103249
545,odemira,37.598,-8.6397,19.53,49,0,2.79,PT,1690103250
546,douentza,14.9951,-2.9517,30.65,53,51,2.72,ML,1690103250
547,prince rupert,54.3161,-130.3201,14.83,91,20,8.75,CA,1690103019
548,makhambet,47.6667,51.5833,33.85,23,0,2.93,KZ,1690103252
549,srandakan,-7.9386,110.2506,26.14,68,48,7.26,ID,1690103253
550,naliya,23.2667,68.8333,27.84,81,100,0.29,IN,1690103253
551,cafayate,-26.073,-65.9761,14.56,37,43,1.15,AR,1690103254
552,fairless hills,40.1796,-74.8552,20.54,89,75,0.0,US,1690103254
553,new norfolk,-42.7826,147.0587,9.84,78,92,1.4,AU,1690103028
554,charters towers,-20.1,146.2667,20.03,35,84,7.17,AU,1690102990
555,blythe,33.6103,-114.5964,36.25,30,0,11.83,US,1690103256
556,idaho falls,43.4666,-112.0341,23.05,48,0,4.12,US,1690103257
557,moron,-34.6534,-58.6198,11.09,74,86,3.03,AR,1690103257
558,san andres,12.5847,-81.7006,29.01,84,20,4.63,CO,1690103258
559,axim,4.8699,-2.2405,25.31,83,100,3.36,GH,1690103259
560,tobol'sk,58.2,68.2667,19.47,83,94,3.39,RU,1690103259
561,black river,18.0264,-77.8487,25.43,86,10,1.55,JM,1690103260
562,murzuq,25.9155,13.9184,37.8,11,1,7.76,LY,1690102997
563,skeldon,5.8833,-57.1333,23.66,92,56,1.85,GY,1690103262
564,menaka,15.9182,2.4022,33.8,40,23,5.0,ML,1690103262
565,waterloo,43.4668,-80.5164,15.96,100,0,1.03,CA,1690102693
566,churapcha,62.0025,132.4325,26.24,56,63,2.46,RU,1690103264
567,tan-tan,28.438,-11.1032,21.96,76,89,7.59,MA,1690103264
568,pointe-noire,-4.7761,11.8635,24.09,76,67,2.82,CG,1690103265
569,chibougamau,49.9168,-74.3659,11.89,94,80,1.59,CA,1690103266
570,kralendijk,12.15,-68.2667,27.15,89,100,9.1,BQ,1690102985
571,port douglas,-16.4833,145.4667,21.71,70,38,0.21,AU,1690103267
572,alghero,40.5589,8.3181,31.05,42,20,3.6,IT,1690103268
573,kota belud,6.351,116.4305,28.77,70,81,2.46,MY,1690103268
574,guajara mirim,-10.7828,-65.3394,20.25,68,0,1.34,BR,1690103075
575,cuyo,10.8525,121.0086,28.34,80,100,6.67,PH,1690103270
576,cooper's town,26.8667,-77.5167,29.88,75,87,6.33,BS,1690103022
